Date,Region_Name,Average_Price_SA
01/08/2005,England and Wales,161339.3984
01/08/2005,Great Britain,157024.5612
01/08/2005,United Kingdom,155793.5948
01/09/2005,England,163673.7097
01/09/2005,Wales,129506.5269
01/09/2005,Scotland,107643.8127
01/09/2005,West Midlands Region,145546.3139
01/09/2005,North East,118072.8246
01/09/2005,London,234168.7099
01/09/2005,East of England,177330.6564
01/09/2005,North West,127718.8946
01/09/2005,South West,177944.2839
01/09/2005,East Midlands,139323.1627
01/09/2005,South East,198829.7642
01/09/2005,Yorkshire and The Humber,126205.0596
01/09/2005,England and Wales,161906.3342
01/09/2005,Great Britain,157600.4212
01/09/2005,United Kingdom,156348.4001
01/10/2005,Scotland,107964.838
01/10/2005,England,164057.4072
01/10/2005,Wales,130261.4392
01/10/2005,North West,128081.515
01/10/2005,South East,197881.2232
01/10/2005,South West,178541.8814
01/10/2005,West Midlands Region,145896.0019
01/10/2005,East Midlands,140369.877
01/10/2005,East of England,177027.2835
01/10/2005,Yorkshire and The Humber,127087.1531
01/10/2005,North East,118563.4597
01/10/2005,London,233125.0156
01/10/2005,England and Wales,162279.8213
01/10/2005,Great Britain,158145.8258
01/10/2005,United Kingdom,156929.2879
01/11/2005,Wales,129409.6277
01/11/2005,England,165074.974
01/11/2005,Scotland,108641.4293
01/11/2005,West Midlands Region,147246.7674
01/11/2005,North West,128712.5447
01/11/2005,South East,199108.8332
01/11/2005,North East,120011.7135
01/11/2005,East Midlands,140521.9758
01/11/2005,Yorkshire and The Humber,127731.0521
01/11/2005,London,236572.3065
01/11/2005,South West,179033.391
01/11/2005,East of England,177393.8872
01/11/2005,England and Wales,163175.4076
01/11/2005,Great Britain,159190.7718
01/11/2005,United Kingdom,158053.059
01/12/2005,Wales,129525.4698
01/12/2005,Scotland,110348.4513
01/12/2005,England,166043.354
01/12/2005,North West,130592.1058
01/12/2005,North East,120448.1708
01/12/2005,Yorkshire and The Humber,128404.5151
01/12/2005,West Midlands Region,147458.0307
01/12/2005,South West,180567.7606
01/12/2005,East Midlands,140923.7162
01/12/2005,East of England,178885.0726
01/12/2005,London,238504.7233
01/12/2005,South East,200223.3791
01/12/2005,England and Wales,164120.0441
01/12/2005,Great Britain,160023.3344
01/12/2005,United Kingdom,158863.0283
01/01/2006,Scotland,111693.078
01/01/2006,Wales,130641.0213
01/01/2006,England,167043.0733
01/01/2006,North East,122498.6333
01/01/2006,North West,130771.5323
01/01/2006,South East,201236.3744
01/01/2006,South West,181214.4908
01/01/2006,East Midlands,140869.437
01/01/2006,Yorkshire and The Humber,130173.9872
01/01/2006,East of England,179045.7873
01/01/2006,London,239209.5462
01/01/2006,West Midlands Region,148142.1192
01/01/2006,England and Wales,165199.2787
01/01/2006,Great Britain,161535.2977
01/01/2006,United Kingdom,160371.1758
01/02/2006,Wales,133061.5191
01/02/2006,England,168295.033
01/02/2006,Scotland,112359.3503
01/02/2006,Yorkshire and The Humber,131254.7383
01/02/2006,West Midlands Region,149695.4744
01/02/2006,East of England,180518.5332
01/02/2006,East Midlands,141562.0848
01/02/2006,North West,132912.1355
01/02/2006,South East,203446.2111
01/02/2006,North East,122467.8231
01/02/2006,South West,182303.927
01/02/2006,London,240363.5137
01/02/2006,England and Wales,166432.6565
01/02/2006,Great Britain,162869.1094
01/02/2006,United Kingdom,161476.8603
01/03/2006,England,169317.5732
01/03/2006,Scotland,113872.8868
01/03/2006,Wales,136422.5471
01/03/2006,London,243133.6304
01/03/2006,North East,124025.5187
01/03/2006,North West,132867.5146
01/03/2006,East Midlands,142686.2081
01/03/2006,East of England,182180.2061
01/03/2006,Yorkshire and The Humber,132313.4202
01/03/2006,West Midlands Region,150027.8773
01/03/2006,South West,184035.1485
01/03/2006,South East,204680.4986
01/03/2006,England and Wales,167459.7402
01/03/2006,Great Britain,163936.0628
01/03/2006,United Kingdom,162670.8252
01/04/2006,Scotland,114652.6536
01/04/2006,England,170682.576
01/04/2006,Wales,133975.6851
01/04/2006,North East,123788.3924
01/04/2006,South East,206195.4197
01/04/2006,North West,134794.5246
01/04/2006,East Midlands,144184.2382
01/04/2006,London,244716.0944
01/04/2006,Yorkshire and The Humber,133194.0371
01/04/2006,South West,185116.5627
01/04/2006,West Midlands Region,150237.9649
01/04/2006,East of England,183422.564
01/04/2006,England and Wales,168720.6345
01/04/2006,Great Britain,165159.2714
01/04/2006,United Kingdom,164215.6
01/05/2006,England,171374.5387
01/05/2006,Scotland,116171.5606
01/05/2006,Wales,134405.1804
01/05/2006,London,246001.1377
01/05/2006,North East,123852.3067
01/05/2006,East Midlands,143770.7411
01/05/2006,East of England,183967.5769
01/05/2006,North West,134522.4039
01/05/2006,West Midlands Region,152920.3917
01/05/2006,Yorkshire and The Humber,132723.0271
01/05/2006,South East,207684.0619
01/05/2006,South West,186013.6099
01/05/2006,England and Wales,169437.0256
01/05/2006,Great Britain,165914.2122
01/05/2006,United Kingdom,164762.5333
01/06/2006,Scotland,115875.9833
01/06/2006,Wales,136860.3624
01/06/2006,England,172193.317
01/06/2006,London,249783.1728
01/06/2006,North East,124983.6418
01/06/2006,North West,135576.7795
01/06/2006,South West,187518.9361
01/06/2006,South East,208839.85
01/06/2006,Yorkshire and The Humber,133456.2082
01/06/2006,West Midlands Region,151535.4147
01/06/2006,East Midlands,144469.9976
01/06/2006,East of England,184557.6764
01/06/2006,England and Wales,170311.2424
01/06/2006,Great Britain,166697.2472
01/06/2006,United Kingdom,165640.5749
01/07/2006,England,172984.5694
01/07/2006,Scotland,117957.2736
01/07/2006,Wales,136354.3064
01/07/2006,South East,209725.9426
01/07/2006,North West,136192.9049
01/07/2006,South West,188050.8215
01/07/2006,London,248425.1277
01/07/2006,East of England,186415.2567
01/07/2006,East Midlands,145714.5172
01/07/2006,West Midlands Region,151189.2311
01/07/2006,Yorkshire and The Humber,134431.7604
01/07/2006,North East,125158.9728
01/07/2006,England and Wales,171058.8218
01/07/2006,Great Britain,167492.8367
01/07/2006,United Kingdom,166733.0826
01/08/2006,Scotland,120089.8934
01/08/2006,England,174233.8562
01/08/2006,Wales,136674.5896
01/08/2006,London,252207.3946
01/08/2006,North West,136412.1974
01/08/2006,North East,124778.4756
01/08/2006,South East,210757.0371
01/08/2006,South West,190304.3748
01/08/2006,West Midlands Region,152861.7199
01/08/2006,Yorkshire and The Humber,135718.4541
01/08/2006,East Midlands,145913.7872
01/08/2006,East of England,187758.4753
01/08/2006,England and Wales,172287.9421
01/08/2006,Great Britain,168720.3973
01/08/2006,United Kingdom,168097.9749
01/09/2006,Scotland,123655.0404
01/09/2006,Wales,138201.247
01/09/2006,England,175565.0777
01/09/2006,West Midlands Region,154382.006
01/09/2006,East Midlands,146123.9013
01/09/2006,East of England,188481.7229
01/09/2006,Yorkshire and The Humber,136821.8513
01/09/2006,North West,138497.7155
01/09/2006,London,254216.6139
01/09/2006,South East,212268.0273
01/09/2006,South West,190822.382
01/09/2006,North East,128029.2572
01/09/2006,England and Wales,173645.94
01/09/2006,Great Britain,170177.0485
01/09/2006,United Kingdom,169634.2298
01/10/2006,Scotland,121731.7781
01/10/2006,England,177122.4737
01/10/2006,Wales,138147.2875
01/10/2006,London,257696.4428
01/10/2006,North West,139044.5951
01/10/2006,North East,128627.563
01/10/2006,East Midlands,147411.4949
01/10/2006,South East,212963.1628
01/10/2006,West Midlands Region,154667.732
01/10/2006,South West,193523.6251
01/10/2006,Yorkshire and The Humber,137876.76
01/10/2006,East of England,190691.76
01/10/2006,England and Wales,175094.1373
01/10/2006,Great Britain,171523.6663
01/10/2006,United Kingdom,171583.4322
01/11/2006,Scotland,124617.5017
01/11/2006,England,178442.9846
01/11/2006,Wales,140149.3316
01/11/2006,West Midlands Region,156079.7727
01/11/2006,Yorkshire and The Humber,139313.1365
01/11/2006,South East,214905.1601
01/11/2006,East of England,191893.9906
01/11/2006,South West,195319.6062
01/11/2006,North West,140707.1491
01/11/2006,North East,127375.137
01/11/2006,London,259220.265
01/11/2006,East Midlands,148129.625
01/11/2006,England and Wales,176361.7988
01/11/2006,Great Britain,173066.261
01/11/2006,United Kingdom,173229.9706
01/12/2006,Wales,142184.2396
01/12/2006,Scotland,127388.1298
01/12/2006,England,180693.2045
01/12/2006,North East,131331.033
01/12/2006,North West,141625.2109
01/12/2006,South West,197455.9407
01/12/2006,West Midlands Region,156726.0752
01/12/2006,East Midlands,150172.9142
01/12/2006,East of England,194252.8819
01/12/2006,Yorkshire and The Humber,140831.5208
01/12/2006,London,264752.1616
01/12/2006,South East,218729.6723
01/12/2006,England and Wales,178665.965
01/12/2006,Great Britain,175212.0713
01/12/2006,United Kingdom,175352.3425
01/01/2007,Wales,140797.5939
01/01/2007,Scotland,128658.7421
01/01/2007,England,182241.5824
01/01/2007,South East,220430.2521
01/01/2007,North East,131863.4154
01/01/2007,North West,143387.2322
01/01/2007,South West,197704.5023
01/01/2007,London,266954.5336
01/01/2007,East of England,195032.1809
01/01/2007,Yorkshire and The Humber,142022.9363
01/01/2007,West Midlands Region,157931.8941
01/01/2007,East Midlands,152005.9793
01/01/2007,England and Wales,180096.52
01/01/2007,Great Britain,176577.0824
01/01/2007,United Kingdom,177215.234
01/02/2007,England,183653.3549
01/02/2007,Scotland,129142.0578
01/02/2007,Wales,144383.2626
01/02/2007,East Midlands,152847.8728
01/02/2007,East of England,196655.6659
01/02/2007,North West,144654.1399
01/02/2007,North East,132052.385
01/02/2007,London,272015.4779
01/02/2007,Yorkshire and The Humber,142191.5801
01/02/2007,West Midlands Region,158693.7637
01/02/2007,South East,221464.0011
01/02/2007,South West,200653.8019
01/02/2007,England and Wales,181550.3745
01/02/2007,Great Britain,178039.8536
01/02/2007,United Kingdom,178580.3549
01/03/2007,England,185101.9888
01/03/2007,Scotland,131161.4959
01/03/2007,Wales,144321.046
01/03/2007,North West,145858.5258
01/03/2007,East Midlands,153442.6339
01/03/2007,East of England,198689.9282
01/03/2007,Yorkshire and The Humber,143407.9595
01/03/2007,South West,202151.8517
01/03/2007,West Midlands Region,159834.5349
01/03/2007,North East,132151.4192
01/03/2007,London,275169.5577
01/03/2007,South East,223735.6762
01/03/2007,England and Wales,182864.4803
01/03/2007,Great Britain,179388.1716
01/03/2007,United Kingdom,179967.0381
01/04/2007,Scotland,134091.7324
01/04/2007,Wales,144804.917
01/04/2007,England,186349.9505
01/04/2007,South West,202611.5616
01/04/2007,London,278196.1242
01/04/2007,East Midlands,153231.3078
01/04/2007,East of England,199511.7938
01/04/2007,South East,226600.6964
01/04/2007,North West,145349.7695
01/04/2007,North East,132569.8062
01/04/2007,Yorkshire and The Humber,144280.3759
01/04/2007,West Midlands Region,161603.1505
01/04/2007,England and Wales,184123.7249
01/04/2007,Great Britain,180780.6453
01/04/2007,United Kingdom,181364.7324
01/05/2007,Scotland,135798.1451
01/05/2007,England,187461.1757
01/05/2007,Wales,145002.8512
01/05/2007,East Midlands,153199.9081
01/05/2007,East of England,200118.332
01/05/2007,South East,229203.4599
01/05/2007,South West,204638.366
01/05/2007,North East,132399.5961
01/05/2007,North West,145923.1307
01/05/2007,London,280913.8675
01/05/2007,West Midlands Region,160947.408
01/05/2007,Yorkshire and The Humber,145271.9058
01/05/2007,England and Wales,185202.8521
01/05/2007,Great Britain,181829.6257
01/05/2007,United Kingdom,182344.6002
01/06/2007,Wales,145618.1183
01/06/2007,England,188714.1056
01/06/2007,Scotland,137210.5011
01/06/2007,East Midlands,153958.5776
01/06/2007,East of England,204186.8795
01/06/2007,West Midlands Region,160532.9967
01/06/2007,Yorkshire and The Humber,146182.6904
01/06/2007,South West,205471.1579
01/06/2007,North East,133198.3361
01/06/2007,North West,146916.0344
01/06/2007,London,284280.7659
01/06/2007,South East,230983.4837
01/06/2007,England and Wales,186403.0736
01/06/2007,Great Britain,183057.0804
01/06/2007,United Kingdom,183564.6382
01/07/2007,England,189980.9936
01/07/2007,Wales,145304.5361
01/07/2007,Scotland,136982.095
01/07/2007,West Midlands Region,161359.016
01/07/2007,East Midlands,154189.4462
01/07/2007,East of England,203941.4141
01/07/2007,North East,134439.3563
01/07/2007,London,289385.8861
01/07/2007,South East,233650.9409
01/07/2007,North West,146911.0255
01/07/2007,South West,206682.675
01/07/2007,Yorkshire and The Humber,145390.3688
01/07/2007,England and Wales,187621.7022
01/07/2007,Great Britain,184172.9232
01/07/2007,United Kingdom,184399.3946
01/08/2007,England,190789.059
01/08/2007,Wales,146859.2824
01/08/2007,Scotland,138875.4413
01/08/2007,West Midlands Region,162691.6151
01/08/2007,South East,233653.2904
01/08/2007,North East,133137.5429
01/08/2007,London,292725.6961
01/08/2007,East of England,205071.3514
01/08/2007,East Midlands,154947.9676
01/08/2007,North West,147697.5864
01/08/2007,Yorkshire and The Humber,145441.8379
01/08/2007,South West,207920.3345
01/08/2007,England and Wales,188507.9035
01/08/2007,Great Britain,185052.3474
01/08/2007,United Kingdom,185420.2732
01/09/2007,England,191757.2593
01/09/2007,Wales,146989.3958
01/09/2007,Scotland,139390.0921
01/09/2007,East of England,206598.5872
01/09/2007,North West,148007.4421
01/09/2007,London,294286.9196
01/09/2007,West Midlands Region,162529.6733
01/09/2007,North East,134377.0727
01/09/2007,South East,235409.1206
01/09/2007,South West,209240.31
01/09/2007,East Midlands,157173.853
01/09/2007,Yorkshire and The Humber,145968.4133
01/09/2007,England and Wales,189463.7179
01/09/2007,Great Britain,185956.4915
01/09/2007,United Kingdom,186541.8782
01/10/2007,England,192563.2891
01/10/2007,Wales,147871.9136
01/10/2007,Scotland,137547.7014
01/10/2007,North East,134825.7415
01/10/2007,London,296803.1085
01/10/2007,North West,149029.1585
01/10/2007,South East,236978.9714
01/10/2007,South West,209186.8448
01/10/2007,East of England,207533.2944
01/10/2007,West Midlands Region,163497.3803
01/10/2007,East Midlands,154983.9514
01/10/2007,Yorkshire and The Humber,147197.5927
01/10/2007,England and Wales,190229.1453
01/10/2007,Great Britain,186651.4843
01/10/2007,United Kingdom,187138.4393
01/11/2007,England,193142.2034
01/11/2007,Wales,147041.7697
01/11/2007,Scotland,140328.8098
01/11/2007,South West,209437.0841
01/11/2007,North West,149209.099
01/11/2007,London,298387.6972
01/11/2007,North East,135243.9162
01/11/2007,South East,237004.6497
01/11/2007,Yorkshire and The Humber,147869.1986
01/11/2007,West Midlands Region,162781.0348
01/11/2007,East Midlands,156079.982
01/11/2007,East of England,208731.1419
01/11/2007,England and Wales,190639.935
01/11/2007,Great Britain,187280.5491
01/11/2007,United Kingdom,187963.0564
01/12/2007,Wales,146849.2959
01/12/2007,Scotland,139515.0557
01/12/2007,England,193025.2876
01/12/2007,South West,208320.7708
01/12/2007,South East,236397.5662
01/12/2007,Yorkshire and The Humber,147662.2214
01/12/2007,West Midlands Region,163617.8711
01/12/2007,East of England,208799.9922
01/12/2007,East Midlands,155396.3939
01/12/2007,North East,135844.424
01/12/2007,North West,150115.5388
01/12/2007,London,298368.001
01/12/2007,England and Wales,190550.434
01/12/2007,Great Britain,187025.2047
01/12/2007,United Kingdom,187674.5549
01/01/2008,England,192080.0313
01/01/2008,Wales,147662.376
01/01/2008,Scotland,139947.7937
01/01/2008,North East,134796.1653
01/01/2008,North West,148802.0793
01/01/2008,South West,207956.3557
01/01/2008,Yorkshire and The Humber,147503.1517
01/01/2008,East Midlands,153829.0335
01/01/2008,East of England,207667.8989
01/01/2008,London,297698.8278
01/01/2008,South East,235078.2306
01/01/2008,West Midlands Region,162256.3441
01/01/2008,England and Wales,189745.6543
01/01/2008,Great Britain,185904.2986
01/01/2008,United Kingdom,186255.9959
01/02/2008,Scotland,142209.3325
01/02/2008,Wales,145676.0277
01/02/2008,England,191233.3536
01/02/2008,South East,233401.8204
01/02/2008,North West,147577.3196
01/02/2008,North East,135494.7773
01/02/2008,London,296992.2085
01/02/2008,East Midlands,153866.8808
01/02/2008,East of England,207076.8208
01/02/2008,Yorkshire and The Humber,146711.5107
01/02/2008,West Midlands Region,163064.1398
01/02/2008,South West,205157.6462
01/02/2008,England and Wales,188753.0374
01/02/2008,Great Britain,185129.2024
01/02/2008,United Kingdom,185468.2487
01/03/2008,England,190235.9615
01/03/2008,Wales,143287.9231
01/03/2008,Scotland,139776.1536
01/03/2008,North East,133312.6413
01/03/2008,London,295411.5759
01/03/2008,South West,202860.9878
01/03/2008,East Midlands,152598.2821
01/03/2008,East of England,205155.097
01/03/2008,Yorkshire and The Humber,145833.0861
01/03/2008,South East,234834.1123
01/03/2008,North West,146892.3843
01/03/2008,West Midlands Region,161673.6672
01/03/2008,England and Wales,187726.682
01/03/2008,Great Britain,183966.7236
01/03/2008,United Kingdom,184268.847
01/04/2008,Scotland,137985.1031
01/04/2008,Wales,142568.6619
01/04/2008,England,188919.7019
01/04/2008,Yorkshire and The Humber,144403.5458
01/04/2008,West Midlands Region,159547.181
01/04/2008,South East,232068.5618
01/04/2008,North East,133494.9078
01/04/2008,South West,203080.7159
01/04/2008,London,293971.467
01/04/2008,East Midlands,152160.8088
01/04/2008,East of England,202215.3935
01/04/2008,North West,146148.036
01/04/2008,England and Wales,186379.9837
01/04/2008,Great Britain,182642.4245
01/04/2008,United Kingdom,182296.0126
01/05/2008,Scotland,142641.737
01/05/2008,England,188535.5028
01/05/2008,Wales,141555.8526
01/05/2008,Yorkshire and The Humber,144373.0757
01/05/2008,West Midlands Region,160130.3387
01/05/2008,South East,231300.7686
01/05/2008,South West,202237.9698
01/05/2008,London,293200.5783
01/05/2008,North East,133705.2274
01/05/2008,North West,144948.9322
01/05/2008,East Midlands,150969.7549
01/05/2008,East of England,202693.817
01/05/2008,England and Wales,186014.0362
01/05/2008,Great Britain,182574.5784
01/05/2008,United Kingdom,182376.7107
01/06/2008,Scotland,137055.9393
01/06/2008,England,185313.0078
01/06/2008,Wales,140330.8596
01/06/2008,Yorkshire and The Humber,141100.4994
01/06/2008,West Midlands Region,157613.3936
01/06/2008,South East,228503.3852
01/06/2008,North West,143346.55
01/06/2008,North East,131096.032
01/06/2008,London,288609.6365
01/06/2008,South West,197641.3108
01/06/2008,East of England,200355.8029
01/06/2008,East Midlands,149249.657
01/06/2008,England and Wales,182882.9805
01/06/2008,Great Britain,179261.6944
01/06/2008,United Kingdom,179177.0712
01/07/2008,England,182421.4962
01/07/2008,Wales,136134.9176
01/07/2008,Scotland,134950.8567
01/07/2008,West Midlands Region,153625.4129
01/07/2008,Yorkshire and The Humber,139589.5778
01/07/2008,North East,127994.3472
01/07/2008,North West,140688.7207
01/07/2008,London,283345.0166
01/07/2008,South West,194669.1816
01/07/2008,South East,225544.8628
01/07/2008,East Midlands,147393.4557
01/07/2008,East of England,197302.9645
01/07/2008,England and Wales,179933.1083
01/07/2008,Great Britain,176385.2152
01/07/2008,United Kingdom,175739.8625
01/08/2008,Scotland,133564.1265
01/08/2008,England,177885.6441
01/08/2008,Wales,136792.1621
01/08/2008,East Midlands,142378.6028
01/08/2008,East of England,189977.4789
01/08/2008,North East,126503.183
01/08/2008,London,276643.6096
01/08/2008,South East,218105.9321
01/08/2008,North West,138660.8948
01/08/2008,South West,190738.5335
01/08/2008,Yorkshire and The Humber,137088.1896
01/08/2008,West Midlands Region,150975.1564
01/08/2008,England and Wales,175752.246
01/08/2008,Great Britain,172366.3616
01/08/2008,United Kingdom,172023.4588
01/09/2008,Wales,130545.6515
01/09/2008,Scotland,129563.8089
01/09/2008,England,174090.9443
01/09/2008,South West,187170.1954
01/09/2008,Yorkshire and The Humber,134495.0896
01/09/2008,London,271935.2358
01/09/2008,West Midlands Region,149477.6404
01/09/2008,South East,212127.4953
01/09/2008,North West,135078.1641
01/09/2008,North East,123169.5838
01/09/2008,East Midlands,140411.1794
01/09/2008,East of England,185932.2496
01/09/2008,England and Wales,171865.1217
01/09/2008,Great Britain,168473.4272
01/09/2008,United Kingdom,168406.7704
01/10/2008,Scotland,131837.6177
01/10/2008,Wales,132309.8496
01/10/2008,England,171086.3578
01/10/2008,South East,207247.7682
01/10/2008,Yorkshire and The Humber,132707.4817
01/10/2008,South West,184128.0783
01/10/2008,West Midlands Region,147132.3819
01/10/2008,East Midlands,137892.8304
01/10/2008,East of England,182443.9124
01/10/2008,London,265268.2044
01/10/2008,North East,121696.4118
01/10/2008,North West,134261.2626
01/10/2008,England and Wales,169061.9171
01/10/2008,Great Britain,166114.7072
01/10/2008,United Kingdom,165964.5507
01/11/2008,England,167147.5221
01/11/2008,Scotland,128475.0873
01/11/2008,Wales,129908.2332
01/11/2008,East Midlands,133423.8348
01/11/2008,South East,201602.4617
01/11/2008,London,260005.4604
01/11/2008,Yorkshire and The Humber,129484.4045
01/11/2008,East of England,177692.5769
01/11/2008,West Midlands Region,143489.8206
01/11/2008,South West,177915.8823
01/11/2008,North East,120678.9922
01/11/2008,North West,131652.6013
01/11/2008,England and Wales,165110.0691
01/11/2008,Great Britain,162255.9459
01/11/2008,United Kingdom,162104.4298
01/12/2008,England,164848.7196
01/12/2008,Scotland,125871.8477
01/12/2008,Wales,128907.035
01/12/2008,South East,199835.2983
01/12/2008,South West,175083.3353
01/12/2008,Yorkshire and The Humber,127778.563
01/12/2008,North West,129533.8431
01/12/2008,North East,118095.7376
01/12/2008,East of England,176517.4306
01/12/2008,East Midlands,133154.1518
01/12/2008,London,254671.4491
01/12/2008,West Midlands Region,140496.2379
01/12/2008,England and Wales,162919.0055
01/12/2008,Great Britain,159967.9902
01/12/2008,United Kingdom,159734.989
01/01/2009,Wales,126153.7341
01/01/2009,England,163169.1975
01/01/2009,Scotland,125864.1113
01/01/2009,South West,173732.9917
01/01/2009,South East,194504.1774
01/01/2009,East of England,175566.8014
01/01/2009,East Midlands,132436.1023
01/01/2009,London,252360.5314
01/01/2009,North East,118330.1326
01/01/2009,North West,127857.2248
01/01/2009,Yorkshire and The Humber,125898.8786
01/01/2009,West Midlands Region,140375.1389
01/01/2009,England and Wales,161260.8692
01/01/2009,Great Britain,158122.869
01/01/2009,United Kingdom,157636.9771
01/02/2009,Scotland,125663.0663
01/02/2009,Wales,125075.4106
01/02/2009,England,162222.8888
01/02/2009,West Midlands Region,139217.6997
01/02/2009,London,251676.917
01/02/2009,North East,117354.9272
01/02/2009,North West,127375.5737
01/02/2009,South East,193383.8321
01/02/2009,South West,174463.6341
01/02/2009,Yorkshire and The Humber,125629.7075
01/02/2009,East Midlands,130555.2258
01/02/2009,East of England,172994.1178
01/02/2009,England and Wales,160183.0539
01/02/2009,Great Britain,157066.6469
01/02/2009,United Kingdom,156417.7783
01/03/2009,Scotland,127742.2555
01/03/2009,England,161192.1905
01/03/2009,Wales,125403.1289
01/03/2009,East Midlands,130651.2465
01/03/2009,West Midlands Region,137997.3319
01/03/2009,Yorkshire and The Humber,124251.1982
01/03/2009,North East,116637.9968
01/03/2009,North West,126270.0686
01/03/2009,South East,193726.7586
01/03/2009,East of England,170320.3667
01/03/2009,South West,172782.6427
01/03/2009,London,249683.991
01/03/2009,England and Wales,159292.4985
01/03/2009,Great Britain,156422.9143
01/03/2009,United Kingdom,155651.8883
01/04/2009,Wales,124978.0385
01/04/2009,Scotland,125927.9764
01/04/2009,England,160788.8158
01/04/2009,South East,194529.592
01/04/2009,South West,171485.0752
01/04/2009,North East,116088.725
01/04/2009,West Midlands Region,137163.2746
01/04/2009,Yorkshire and The Humber,125060.9117
01/04/2009,North West,126638.1098
01/04/2009,East Midlands,129735.2464
01/04/2009,East of England,171028.0635
01/04/2009,London,245488.6089
01/04/2009,England and Wales,158911.3821
01/04/2009,Great Britain,155981.7163
01/04/2009,United Kingdom,155137.4626
01/05/2009,England,161809.3721
01/05/2009,Wales,126203.9151
01/05/2009,Scotland,128051.5594
01/05/2009,London,248073.0698
01/05/2009,North East,116567.964
01/05/2009,Yorkshire and The Humber,125034.997
01/05/2009,West Midlands Region,138249.3723
01/05/2009,South East,196189.5122
01/05/2009,North West,126810.0481
01/05/2009,South West,173357.3297
01/05/2009,East Midlands,128900.6785
01/05/2009,East of England,172726.6254
01/05/2009,England and Wales,159919.6412
01/05/2009,Great Britain,156992.0406
01/05/2009,United Kingdom,156483.3207
01/06/2009,England,162757.6927
01/06/2009,Wales,124634.828
01/06/2009,Scotland,127827.5946
01/06/2009,South East,198628.0839
01/06/2009,South West,176180.4299
01/06/2009,East Midlands,131074.9279
01/06/2009,East of England,173408.5502
01/06/2009,North East,116925.3172
01/06/2009,London,252420.695
01/06/2009,North West,126513.1798
01/06/2009,West Midlands Region,137680.4811
01/06/2009,Yorkshire and The Humber,125679.6872
01/06/2009,England and Wales,160735.064
01/06/2009,Great Britain,157720.3079
01/06/2009,United Kingdom,157296.355
01/07/2009,Wales,126601.8084
01/07/2009,Scotland,128443.3523
01/07/2009,England,164270.1888
01/07/2009,West Midlands Region,141407.7607
01/07/2009,East Midlands,131062.71
01/07/2009,East of England,175440.8504
01/07/2009,Yorkshire and The Humber,128357.5554
01/07/2009,North West,128100.9778
01/07/2009,London,252599.3184
01/07/2009,South East,200203.6388
01/07/2009,South West,176584.9553
01/07/2009,North East,117335.876
01/07/2009,England and Wales,162259.9925
01/07/2009,Great Britain,159150.5634
01/07/2009,United Kingdom,158717.9363
01/08/2009,England,165947.8581
01/08/2009,Scotland,128667.9194
01/08/2009,Wales,126386.1185
01/08/2009,North East,117854.7213
01/08/2009,North West,128317.0555
01/08/2009,East Midlands,132764.2981
01/08/2009,East of England,177334.7699
01/08/2009,London,256858.2763
01/08/2009,South West,178188.4142
01/08/2009,West Midlands Region,142066.4483
01/08/2009,Yorkshire and The Humber,128198.1458
01/08/2009,South East,204180.4791
01/08/2009,England and Wales,163882.1779
01/08/2009,Great Britain,160624.5638
01/08/2009,United Kingdom,160214.7015
01/09/2009,Scotland,128827.3348
01/09/2009,Wales,127127.3007
01/09/2009,England,167948.3095
01/09/2009,West Midlands Region,142689.9039
01/09/2009,North East,119962.5045
01/09/2009,South East,206162.1371
01/09/2009,London,262531.2845
01/09/2009,North West,129591.0214
01/09/2009,South West,180821.3624
01/09/2009,East Midlands,134330.0428
01/09/2009,East of England,180315.9368
01/09/2009,Yorkshire and The Humber,128940.0259
01/09/2009,England and Wales,165845.5324
01/09/2009,Great Britain,162436.4003
01/09/2009,United Kingdom,162100.3392
01/10/2009,England,170208.1494
01/10/2009,Wales,129310.5137
01/10/2009,Scotland,130797.442
01/10/2009,South East,208915.3118
01/10/2009,Yorkshire and The Humber,131515.5719
01/10/2009,London,266954.2671
01/10/2009,East of England,181669.401
01/10/2009,East Midlands,136197.5298
01/10/2009,West Midlands Region,145332.704
01/10/2009,North East,120405.2674
01/10/2009,North West,130994.2048
01/10/2009,South West,182659.2266
01/10/2009,England and Wales,168052.3515
01/10/2009,Great Britain,164590.6046
01/10/2009,United Kingdom,164246.6158
01/11/2009,England,171759.7649
01/11/2009,Wales,129579.1407
01/11/2009,Scotland,132687.1675
01/11/2009,London,268435.7092
01/11/2009,North West,132536.5406
01/11/2009,East Midlands,137059.8088
01/11/2009,East of England,183623.9354
01/11/2009,South East,210821.4751
01/11/2009,South West,184456.0799
01/11/2009,West Midlands Region,144935.0166
01/11/2009,Yorkshire and The Humber,132271.7768
01/11/2009,North East,120935.3898
01/11/2009,England and Wales,169428.2324
01/11/2009,Great Britain,166056.838
01/11/2009,United Kingdom,165584.7012
01/12/2009,England,173329.0214
01/12/2009,Scotland,133193.8196
01/12/2009,Wales,132512.6048
01/12/2009,East Midlands,138859.2445
01/12/2009,East of England,185210.4697
01/12/2009,London,270805.7374
01/12/2009,South West,186871.9653
01/12/2009,West Midlands Region,146885.601
01/12/2009,Yorkshire and The Humber,132734.5041
01/12/2009,South East,211215.1397
01/12/2009,North East,123111.7199
01/12/2009,North West,133811.7083
01/12/2009,England and Wales,171125.4772
01/12/2009,Great Britain,167625.0174
01/12/2009,United Kingdom,166905.8882
01/01/2010,Wales,128754.1867
