Date,Region_Name,Average_Price_SA
01/05/2014,East Midlands,148648.6112
01/05/2014,Yorkshire and The Humber,133734.6951
01/05/2014,North West,132323.1638
01/05/2014,South East,251149.6852
01/05/2014,London,381060.3388
01/05/2014,West Midlands Region,154509.6807
01/05/2014,North East,116050.6683
01/05/2014,England and Wales,191292.9173
01/05/2014,Great Britain,186098.8363
01/05/2014,United Kingdom,183897.7717
01/06/2014,England,195968.4626
01/06/2014,Wales,134274.0365
01/06/2014,Scotland,130270.0042
01/06/2014,South East,251781.2482
01/06/2014,East Midlands,149496.6813
01/06/2014,East of England,217453.59
01/06/2014,North East,116968.5071
01/06/2014,North West,133240.4058
01/06/2014,London,386039.2395
01/06/2014,South West,203578.9081
01/06/2014,Yorkshire and The Humber,133556.5141
01/06/2014,West Midlands Region,155344.4411
01/06/2014,England and Wales,192414.6886
01/06/2014,Great Britain,187125.6291
01/06/2014,United Kingdom,184801.0604
01/07/2014,Scotland,130838.3037
01/07/2014,England,197176.7991
01/07/2014,Wales,134899.0752
01/07/2014,South East,254085.0078
01/07/2014,South West,206407.9651
01/07/2014,Yorkshire and The Humber,134117.5526
01/07/2014,North East,116815.1792
01/07/2014,East Midlands,149772.6466
01/07/2014,East of England,218795.0559
01/07/2014,North West,133591.6759
01/07/2014,London,391369.7309
01/07/2014,West Midlands Region,155457.1795
01/07/2014,England and Wales,193569.5256
01/07/2014,Great Britain,188188.6832
01/07/2014,United Kingdom,185872.8065
01/08/2014,Wales,135303.5957
01/08/2014,Scotland,131688.3423
01/08/2014,England,199047.6586
01/08/2014,East of England,220930.9546
01/08/2014,North East,116025.752
01/08/2014,North West,134153.1644
01/08/2014,London,397563.2432
01/08/2014,East Midlands,151176.936
01/08/2014,Yorkshire and The Humber,135256.5004
01/08/2014,West Midlands Region,157229.6021
01/08/2014,South West,208006.186
01/08/2014,South East,257213.5234
01/08/2014,England and Wales,195306.2546
01/08/2014,Great Britain,189830.0616
01/08/2014,United Kingdom,187424.1102
01/09/2014,England,200159.3831
01/09/2014,Wales,136875.0907
01/09/2014,Scotland,131903.8837
01/09/2014,South West,209484.5072
01/09/2014,East Midlands,152829.4465
01/09/2014,Yorkshire and The Humber,134582.2631
01/09/2014,West Midlands Region,157355.7282
01/09/2014,East of England,223587.6967
01/09/2014,North West,134432.6319
01/09/2014,North East,116222.908
01/09/2014,London,398080.9701
01/09/2014,South East,259692.586
01/09/2014,England and Wales,196497.3341
01/09/2014,Great Britain,190945.6572
01/09/2014,United Kingdom,188452.3324
01/10/2014,England,201284.7629
01/10/2014,Wales,136765.8835
01/10/2014,Scotland,133109.7491
01/10/2014,West Midlands Region,158322.3035
01/10/2014,East Midlands,151934.7203
01/10/2014,East of England,225081.4201
01/10/2014,Yorkshire and The Humber,136329.4728
01/10/2014,North East,116293.3136
01/10/2014,London,400665.5047
01/10/2014,South East,261845.1717
01/10/2014,North West,135307.2885
01/10/2014,South West,209794.3906
01/10/2014,England and Wales,197551.6441
01/10/2014,Great Britain,192007.3574
01/10/2014,United Kingdom,189623.8871
01/11/2014,England,201289.5596
01/11/2014,Scotland,131562.7241
01/11/2014,Wales,136382.4715
01/11/2014,West Midlands Region,158106.9868
01/11/2014,South East,262100.0816
01/11/2014,South West,209154.2793
01/11/2014,Yorkshire and The Humber,135918.4656
01/11/2014,London,401397.4438
01/11/2014,East Midlands,152233.0181
01/11/2014,East of England,224943.0759
01/11/2014,North East,116156.5696
01/11/2014,North West,135284.2162
01/11/2014,England and Wales,197533.6728
01/11/2014,Great Britain,191934.633
01/11/2014,United Kingdom,189594.9662
01/12/2014,England,202179.3156
01/12/2014,Wales,137152.7773
01/12/2014,Scotland,132764.4596
01/12/2014,West Midlands Region,158758.6284
01/12/2014,Yorkshire and The Humber,136594.2518
01/12/2014,South East,263565.652
01/12/2014,East Midlands,152387.7133
01/12/2014,London,402462.9201
01/12/2014,North West,135109.8008
01/12/2014,North East,116668.3564
01/12/2014,South West,210600.943
01/12/2014,East of England,226727.6987
01/12/2014,England and Wales,198292.6083
01/12/2014,Great Britain,192612.9827
01/12/2014,United Kingdom,190295.6601
01/01/2015,Wales,136649.9352
01/01/2015,England,202855.6512
01/01/2015,Scotland,134955.5458
01/01/2015,South East,264849.4505
01/01/2015,Yorkshire and The Humber,136168.7047
01/01/2015,West Midlands Region,158682.69
01/01/2015,North West,136040.9823
01/01/2015,London,402847.4179
01/01/2015,East Midlands,153668.9434
01/01/2015,East of England,228276.542
01/01/2015,North East,117155.5927
01/01/2015,South West,212877.7699
01/01/2015,England and Wales,199028.1171
01/01/2015,Great Britain,192997.793
01/01/2015,United Kingdom,190664.9344
01/02/2015,Scotland,135017.2138
01/02/2015,Wales,136981.2361
01/02/2015,England,204073.4904
01/02/2015,South West,211270.1989
01/02/2015,South East,266152.1999
01/02/2015,West Midlands Region,161462.1309
01/02/2015,North West,136486.6303
01/02/2015,North East,118767.7654
01/02/2015,London,407549.5901
01/02/2015,East of England,230463.6728
01/02/2015,East Midlands,154454.5242
01/02/2015,Yorkshire and The Humber,136204.2012
01/02/2015,England and Wales,200113.2649
01/02/2015,Great Britain,193899.9619
01/02/2015,United Kingdom,191499.5655
01/03/2015,England,204549.8239
01/03/2015,Scotland,141102.5101
01/03/2015,Wales,137199.9986
01/03/2015,South East,266887.3351
01/03/2015,London,409223.8943
01/03/2015,South West,212515.7647
01/03/2015,North West,136609.5193
01/03/2015,West Midlands Region,160226.78
01/03/2015,North East,116127.2591
01/03/2015,East of England,231099.9568
01/03/2015,East Midlands,155119.9085
01/03/2015,Yorkshire and The Humber,137613.9868
01/03/2015,England and Wales,200639.2109
01/03/2015,Great Britain,194425.7612
01/03/2015,United Kingdom,192154.3022
01/04/2015,Scotland,134058.3309
01/04/2015,Wales,135925.0533
01/04/2015,England,205237.908
01/04/2015,East Midlands,155144.2062
01/04/2015,Yorkshire and The Humber,137347.1322
01/04/2015,South West,213308.8803
01/04/2015,South East,268886.3543
01/04/2015,North West,136019.8061
01/04/2015,London,410470.8222
01/04/2015,North East,118956.7648
01/04/2015,East of England,232109.6495
01/04/2015,West Midlands Region,161297.1688
01/04/2015,England and Wales,201289.7505
01/04/2015,Great Britain,194759.5671
01/04/2015,United Kingdom,192371.0577
01/05/2015,England,206720.6342
01/05/2015,Scotland,134240.6713
01/05/2015,Wales,136306.5634
01/05/2015,South East,270902.8015
01/05/2015,North West,137653.8412
01/05/2015,Yorkshire and The Humber,138961.6516
01/05/2015,London,414344.7795
01/05/2015,South West,214963.336
01/05/2015,North East,117998.4991
01/05/2015,East Midlands,156271.0553
01/05/2015,East of England,234136.244
01/05/2015,West Midlands Region,161364.4497
01/05/2015,England and Wales,202636.317
01/05/2015,Great Britain,196038.0026
01/05/2015,United Kingdom,193718.5951
01/06/2015,England,207750.5163
01/06/2015,Scotland,133807.346
01/06/2015,Wales,136573.0081
01/06/2015,North East,118329.7524
01/06/2015,East Midlands,156889.2256
01/06/2015,West Midlands Region,161866.2627
01/06/2015,East of England,235470.2505
01/06/2015,South West,216289.6358
01/06/2015,Yorkshire and The Humber,138922.6554
01/06/2015,South East,273427.1429
01/06/2015,North West,136518.5117
01/06/2015,London,418135.9924
01/06/2015,England and Wales,203667.6298
01/06/2015,Great Britain,196935.3458
01/06/2015,United Kingdom,194404.2865
01/07/2015,Scotland,134696.5439
01/07/2015,Wales,137201.713
01/07/2015,England,209647.5513
01/07/2015,South East,276135.5357
01/07/2015,South West,217566.0701
01/07/2015,East Midlands,158276.3058
01/07/2015,East of England,238758.3445
01/07/2015,Yorkshire and The Humber,140543.2685
01/07/2015,London,424183.4531
01/07/2015,West Midlands Region,163310.2837
01/07/2015,North East,117909.2977
01/07/2015,North West,138288.1793
01/07/2015,England and Wales,205470.6634
01/07/2015,Great Britain,198558.1468
01/07/2015,United Kingdom,196115.5323
01/08/2015,Scotland,134647.3959
01/08/2015,England,211244.9132
01/08/2015,Wales,137528.0214
01/08/2015,London,428564.0735
01/08/2015,North West,138279.2012
01/08/2015,West Midlands Region,164278.5757
01/08/2015,East of England,241268.8542
01/08/2015,East Midlands,159146.4766
01/08/2015,North East,118286.0672
01/08/2015,South East,279175.8448
01/08/2015,South West,219251.2273
01/08/2015,Yorkshire and The Humber,140658.8296
01/08/2015,England and Wales,206934.013
01/08/2015,Great Britain,199854.0718
01/08/2015,United Kingdom,197561.0972
01/09/2015,England,212804.0744
01/09/2015,Wales,138248.1553
01/09/2015,Scotland,135385.6923
01/09/2015,Yorkshire and The Humber,141336.9792
01/09/2015,South West,220363.2845
01/09/2015,West Midlands Region,164872.9504
01/09/2015,London,433987.3467
01/09/2015,North West,139065.3149
01/09/2015,North East,119216.7738
01/09/2015,East of England,244342.4294
01/09/2015,South East,280915.666
01/09/2015,East Midlands,159614.3043
01/09/2015,England and Wales,208468.7419
01/09/2015,Great Britain,201273.7094
01/09/2015,United Kingdom,198874.7982
01/10/2015,Scotland,135700.2796
01/10/2015,England,214537.7226
01/10/2015,Wales,140039.0553
01/10/2015,London,438665.8858
01/10/2015,South West,221787.4004
01/10/2015,South East,284512.8015
01/10/2015,West Midlands Region,165877.4514
01/10/2015,Yorkshire and The Humber,141820.639
01/10/2015,East of England,246113.9643
01/10/2015,East Midlands,161377.1549
01/10/2015,North West,139981.1062
01/10/2015,North East,119191.0485
01/10/2015,England and Wales,210204.9692
01/10/2015,Great Britain,202835.7481
01/10/2015,United Kingdom,200570.474
01/11/2015,Wales,139829.0141
01/11/2015,England,216882.3946
01/11/2015,Scotland,136593.352
01/11/2015,North East,120420.6719
01/11/2015,North West,141076.1408
01/11/2015,East of England,250292.5968
01/11/2015,South East,287535.9828
01/11/2015,East Midlands,162556.5327
01/11/2015,West Midlands Region,167091.3307
01/11/2015,South West,224473.4703
01/11/2015,London,445758.3512
01/11/2015,Yorkshire and The Humber,142606.6363
01/11/2015,England and Wales,212379.0249
01/11/2015,Great Britain,205040.7681
01/11/2015,United Kingdom,202465.8629
01/12/2015,Wales,140739.656
01/12/2015,Scotland,136741.9386
01/12/2015,England,218292.0281
01/12/2015,South West,225683.5794
01/12/2015,Yorkshire and The Humber,142783.142
01/12/2015,South East,290592.6802
01/12/2015,East Midlands,163473.5078
01/12/2015,North West,141291.6245
01/12/2015,London,449551.2224
01/12/2015,East of England,252275.3136
01/12/2015,North East,121268.7619
01/12/2015,West Midlands Region,167723.8427
01/12/2015,England and Wales,213694.2932
01/12/2015,Great Britain,206031.4953
01/12/2015,United Kingdom,203514.6256
01/01/2016,Scotland,136738.208
01/01/2016,Wales,140844.1886
01/01/2016,England,220219.684
01/01/2016,South East,293593.3365
01/01/2016,North West,143048.6301
01/01/2016,South West,226471.1047
01/01/2016,London,457341.5123
01/01/2016,Yorkshire and The Humber,144478.1077
01/01/2016,North East,121052.4319
01/01/2016,West Midlands Region,169755.6771
01/01/2016,East Midlands,164856.3021
01/01/2016,East of England,255142.3725
01/01/2016,England and Wales,215509.7314
01/01/2016,Great Britain,207842.7151
01/01/2016,United Kingdom,205368.8121
01/02/2016,Wales,142048.1573
01/02/2016,England,221283.3535
01/02/2016,Scotland,136933.455
01/02/2016,Yorkshire and The Humber,144247.6318
01/02/2016,West Midlands Region,169845.2845
01/02/2016,North West,142373.2528
01/02/2016,South West,228644.2129
01/02/2016,South East,297017.5062
01/02/2016,London,460295.2004
01/02/2016,North East,121300.8975
01/02/2016,East Midlands,164583.5243
01/02/2016,East of England,256472.4954
01/02/2016,England and Wales,216646.8029
01/02/2016,Great Britain,208839.431
01/02/2016,United Kingdom,206211.7756
01/03/2016,England,223659.9304
01/03/2016,Scotland,137505.0261
01/03/2016,Wales,141967.1634
01/03/2016,South West,233862.614
01/03/2016,North West,142902.4193
01/03/2016,East Midlands,165419.8031
01/03/2016,East of England,261051.2264
01/03/2016,North East,121457.5546
01/03/2016,Yorkshire and The Humber,143834.8679
01/03/2016,London,468770.5784
01/03/2016,West Midlands Region,170245.0326
01/03/2016,South East,301868.4086
01/03/2016,England and Wales,218958.7287
01/03/2016,Great Britain,210455.1106
01/03/2016,United Kingdom,208018.5886
01/04/2016,Scotland,136262.1094
01/04/2016,Wales,142619.8485
01/04/2016,England,223218.3458
01/04/2016,South East,298112.1092
01/04/2016,North West,145529.3049
01/04/2016,North East,120067.4814
01/04/2016,London,461091.4226
01/04/2016,Yorkshire and The Humber,146156.4845
01/04/2016,East Midlands,167385.6033
01/04/2016,East of England,259687.7111
01/04/2016,West Midlands Region,172297.0108
01/04/2016,South West,227327.6502
01/04/2016,England and Wales,218364.1372
01/04/2016,Great Britain,210312.6014
01/04/2016,United Kingdom,207585.273
01/05/2016,Wales,143647.9254
01/05/2016,Scotland,136612.532
01/05/2016,England,225015.6536
01/05/2016,South West,231143.3127
01/05/2016,East of England,263112.6011
01/05/2016,London,465962.5392
01/05/2016,South East,301343.1156
01/05/2016,West Midlands Region,173393.465
01/05/2016,East Midlands,167034.7836
01/05/2016,Yorkshire and The Humber,145804.4151
01/05/2016,North East,121659.3208
01/05/2016,North West,146104.0041
01/05/2016,England and Wales,220234.1467
01/05/2016,Great Britain,211977.5461
01/05/2016,United Kingdom,209206.7056
01/06/2016,England,226249.5656
01/06/2016,Scotland,136964.1859
01/06/2016,Wales,144832.5817
01/06/2016,North East,122094.7311
01/06/2016,North West,145916.0853
01/06/2016,Yorkshire and The Humber,146917.0551
01/06/2016,East Midlands,167645.3889
01/06/2016,West Midlands Region,174019.5187
01/06/2016,East of England,265678.7382
01/06/2016,London,466713.3805
01/06/2016,South East,303429.1255
01/06/2016,South West,231988.8702
01/06/2016,England and Wales,221448.7671
01/06/2016,Great Britain,213107.3705
01/06/2016,United Kingdom,210315.0608
01/07/2016,Wales,144847.4746
01/07/2016,Scotland,137180.2086
01/07/2016,England,226962.0607
01/07/2016,London,467364.4633
01/07/2016,North East,122902.9165
01/07/2016,North West,146997.0006
01/07/2016,Yorkshire and The Humber,146952.1912
01/07/2016,East Midlands,168325.0386
01/07/2016,West Midlands Region,173921.4008
01/07/2016,East of England,266950.6672
01/07/2016,South East,305584.756
01/07/2016,South West,232656.4823
01/07/2016,England and Wales,222109.5723
01/07/2016,Great Britain,213632.7452
01/07/2016,United Kingdom,210705.2713
01/08/2016,England,227068.4008
01/08/2016,Scotland,136875.8828
01/08/2016,Wales,143493.2013
01/08/2016,London,466684.7785
01/08/2016,North East,121238.659
01/08/2016,North West,146515.5997
01/08/2016,Yorkshire and The Humber,146899.0481
01/08/2016,East Midlands,168482.5886
01/08/2016,West Midlands Region,175070.0514
01/08/2016,East of England,267853.6415
01/08/2016,South East,305922.4769
01/08/2016,South West,233312.5976
01/08/2016,England and Wales,222137.676
01/08/2016,Great Britain,213599.6162
01/08/2016,United Kingdom,210582.4093
01/09/2016,England,227623.1456
01/09/2016,Wales,143418.5897
01/09/2016,Scotland,137663.4822
01/09/2016,South West,233768.6446
01/09/2016,Yorkshire and The Humber,146843.8354
01/09/2016,East of England,269732.6083
01/09/2016,East Midlands,169702.5891
01/09/2016,North West,146348.6904
01/09/2016,London,467704.6645
01/09/2016,South East,304395.7196
01/09/2016,North East,120825.7538
01/09/2016,West Midlands Region,175753.8989
01/09/2016,England and Wales,222642.0856
01/09/2016,Great Britain,214099.466
01/09/2016,United Kingdom,211119.3778
01/10/2016,Scotland,138121.7228
01/10/2016,Wales,145307.5704
01/10/2016,England,228225.9637
01/10/2016,North East,121938.8143
01/10/2016,North West,146371.9387
01/10/2016,Yorkshire and The Humber,147099.9843
01/10/2016,East Midlands,170051.7052
01/10/2016,West Midlands Region,175066.8422
01/10/2016,East of England,270302.7947
01/10/2016,London,469768.9801
01/10/2016,South East,305873.6705
01/10/2016,South West,233982.7201
01/10/2016,England and Wales,223278.4154
01/10/2016,Great Britain,214806.2034
01/10/2016,United Kingdom,211861.323
01/11/2016,Scotland,138688.7974
01/11/2016,England,229562.5873
01/11/2016,Wales,145621.7088
01/11/2016,South East,306975.2404
01/11/2016,South West,235471.0296
01/11/2016,North East,122274.776
01/11/2016,North West,147679.8761
01/11/2016,London,471653.2494
01/11/2016,Yorkshire and The Humber,148163.9381
01/11/2016,East Midlands,171813.5227
01/11/2016,East of England,272131.0171
01/11/2016,West Midlands Region,177147.2145
01/11/2016,England and Wales,224469.657
01/11/2016,Great Britain,215976.4771
01/11/2016,United Kingdom,213211.9041
01/12/2016,England,230588.4052
01/12/2016,Scotland,138146.8215
01/12/2016,Wales,145846.2532
01/12/2016,Yorkshire and The Humber,149140.6733
01/12/2016,East Midlands,172759.8938
01/12/2016,West Midlands Region,177896.9135
01/12/2016,East of England,274981.9099
01/12/2016,London,472624.6909
01/12/2016,South East,308983.2083
01/12/2016,South West,235746.0982
01/12/2016,North East,123025.5909
01/12/2016,North West,148001.6213
01/12/2016,England and Wales,225549.7166
01/12/2016,Great Britain,216692.4015
01/12/2016,United Kingdom,213915.842
01/01/2017,Scotland,138107.9139
01/01/2017,Wales,146678.9765
01/01/2017,England,231433.6519
01/01/2017,West Midlands Region,178650.4791
01/01/2017,South West,238248.9443
01/01/2017,South East,312772.6108
01/01/2017,London,474991.1362
01/01/2017,East of England,274966.6602
01/01/2017,East Midlands,172805.0005
01/01/2017,North East,122026.9963
01/01/2017,North West,149299.2533
01/01/2017,Yorkshire and The Humber,148738.9231
01/01/2017,England and Wales,226332.8986
01/01/2017,Great Britain,217582.8689
01/01/2017,United Kingdom,214779.4788
01/02/2017,Wales,146775.0285
01/02/2017,Scotland,138403.7058
01/02/2017,England,232637.5992
01/02/2017,North East,123111.2376
01/02/2017,North West,150107.6195
01/02/2017,Yorkshire and The Humber,149827.9244
01/02/2017,East Midlands,174845.493
01/02/2017,West Midlands Region,180028.6418
01/02/2017,East of England,278688.5285
01/02/2017,London,478014.6796
01/02/2017,South East,311664.2598
01/02/2017,South West,240679.1781
01/02/2017,England and Wales,227485.2416
01/02/2017,Great Britain,218583.709
01/02/2017,United Kingdom,215729.4778
01/03/2017,Scotland,139000.5279
01/03/2017,Wales,148708.5801
01/03/2017,England,233388.9957
01/03/2017,London,479773.8933
01/03/2017,North West,150350.5218
01/03/2017,North East,120893.7724
01/03/2017,Yorkshire and The Humber,150263.9636
01/03/2017,East of England,277920.6386
01/03/2017,East Midlands,175503.4268
01/03/2017,South East,313266.2622
01/03/2017,South West,239442.0879
01/03/2017,West Midlands Region,180626.4955
01/03/2017,England and Wales,228178.5724
01/03/2017,Great Britain,219093.3676
01/03/2017,United Kingdom,216270.9344
01/04/2017,England,234068.273
01/04/2017,Wales,150157.0723
01/04/2017,Scotland,141091.1638
01/04/2017,East of England,279442.8346
01/04/2017,London,478954.9636
01/04/2017,South East,313761.7616
01/04/2017,South West,239909.4423
01/04/2017,North East,121911.6532
01/04/2017,North West,150958.7173
01/04/2017,Yorkshire and The Humber,150682.0309
01/04/2017,East Midlands,176408.4172
01/04/2017,West Midlands Region,180388.3674
01/04/2017,England and Wales,230030.6942
01/04/2017,Great Britain,220103.7883
01/04/2017,United Kingdom,217172.6719
01/05/2017,England,235049.5362
01/05/2017,Wales,147040.1651
01/05/2017,Scotland,142070.2478
01/05/2017,West Midlands Region,181506.4291
01/05/2017,East of England,280930.5543
01/05/2017,South East,315110.2135
01/05/2017,South West,240702.2984
01/05/2017,North West,151011.731
01/05/2017,North East,123351.125
01/05/2017,Yorkshire and The Humber,151375.9741
01/05/2017,London,478359.2084
01/05/2017,East Midlands,177076.7453
01/05/2017,England and Wales,231423.6336
01/05/2017,Great Britain,221050.7903
01/05/2017,United Kingdom,218154.7562
01/06/2017,Scotland,143633.6503
01/06/2017,Wales,148737.1558
01/06/2017,England,236092.3915
01/06/2017,South West,242669.5342
01/06/2017,South East,316283.1961
01/06/2017,London,478602.8118
01/06/2017,East of England,281954.278
01/06/2017,West Midlands Region,182197.0083
01/06/2017,North East,123182.4014
01/06/2017,North West,152346.5617
01/06/2017,Yorkshire and The Humber,151964.3755
01/06/2017,East Midlands,178127.3128
01/06/2017,England and Wales,233390.4592
01/06/2017,Great Britain,222080.9932
01/06/2017,United Kingdom,219187.2063
01/07/2017,Wales,149459.8609
01/07/2017,England,237009.8447
01/07/2017,Scotland,142901.6053
01/07/2017,West Midlands Region,183894.9652
01/07/2017,East of England,283646.5495
01/07/2017,London,479668.6624
01/07/2017,South East,316669.1551
01/07/2017,South West,244802.2057
01/07/2017,North West,152731.0951
01/07/2017,North East,122632.7326
01/07/2017,East Midlands,179637.1568
01/07/2017,Yorkshire and The Humber,151810.3991
01/07/2017,England and Wales,231972.4359
01/07/2017,Great Britain,223255.8655
01/07/2017,United Kingdom,220291.9565
01/08/2017,Scotland,143525.7009
01/08/2017,Wales,150872.7854
01/08/2017,England,238063.0657
01/08/2017,West Midlands Region,184904.0744
01/08/2017,North East,124559.7458
01/08/2017,North West,153881.6325
01/08/2017,South East,318117.1167
01/08/2017,South West,246019.6503
01/08/2017,Yorkshire and The Humber,152930.9169
01/08/2017,East Midlands,178777.8917
01/08/2017,East of England,284096.6384
01/08/2017,London,479628.3719
01/08/2017,England and Wales,232809.7808
01/08/2017,Great Britain,224263.6757
01/08/2017,United Kingdom,221252.672
01/09/2017,England,238681.2093
01/09/2017,Scotland,142223.445
01/09/2017,Wales,151835.7839
01/09/2017,East Midlands,180634.7251
01/09/2017,West Midlands Region,185193.2504
01/09/2017,East of England,284884.0524
01/09/2017,London,479243.4405
01/09/2017,South East,319097.1235
01/09/2017,South West,246111.1194
01/09/2017,North East,123864.0101
01/09/2017,North West,154030.3168
01/09/2017,Yorkshire and The Humber,153952.6816
01/09/2017,England and Wales,233411.8163
01/09/2017,Great Britain,224568.5768
01/09/2017,United Kingdom,221568.6605
01/10/2017,Scotland,143565.0096
01/10/2017,Wales,153326.6584
01/10/2017,England,240149.5778
01/10/2017,South West,248907.5043
01/10/2017,East Midlands,181777.4109
01/10/2017,South East,320294.5452
01/10/2017,London,480353.0901
01/10/2017,East of England,286202.1942
01/10/2017,West Midlands Region,186592.3508
01/10/2017,Yorkshire and The Humber,153934.5185
01/10/2017,North East,125831.1789
01/10/2017,North West,155124.2823
01/10/2017,England and Wales,234775.2405
01/10/2017,Great Britain,225861.3729
01/10/2017,United Kingdom,222848.7216
01/11/2017,Scotland,144426.5974
01/11/2017,Wales,152345.551
01/11/2017,England,239767.541
01/11/2017,South East,320199.0916
01/11/2017,South West,247989.1899
01/11/2017,East of England,286045.3628
01/11/2017,London,478532.857
01/11/2017,West Midlands Region,186812.0267
01/11/2017,East Midlands,182195.4798
01/11/2017,Yorkshire and The Humber,154187.549
01/11/2017,North East,124240.7221
01/11/2017,North West,155444.0623
01/11/2017,England and Wales,234629.5457
01/11/2017,Great Britain,225574.5051
01/11/2017,United Kingdom,222550.1805
01/12/2017,Scotland,145334.6021
01/12/2017,Wales,153280.4645
01/12/2017,England,240750.9997
01/12/2017,East Midlands,183085.7233
01/12/2017,North East,126630.8678
01/12/2017,North West,156833.9522
01/12/2017,Yorkshire and The Humber,154890.1102
01/12/2017,West Midlands Region,188468.6688
01/12/2017,East of England,287724.738
01/12/2017,London,477876.0806
01/12/2017,South East,320519.6166
01/12/2017,South West,249795.712
01/12/2017,England and Wales,235339.7188
01/12/2017,Great Britain,226589.2538
01/12/2017,United Kingdom,223582.0468
01/01/2018,Wales,153558.3978
01/01/2018,Scotland,146809.6907
01/01/2018,England,240980.0056
01/01/2018,East Midlands,184724.1579
01/01/2018,North East,124361.5736
01/01/2018,North West,155451.6844
01/01/2018,Yorkshire and The Humber,155883.7427
01/01/2018,West Midlands Region,188048.3131
01/01/2018,East of England,288690.9865
01/01/2018,London,479050.9425
01/01/2018,South East,321031.0795
01/01/2018,South West,251583.0917
01/01/2018,England and Wales,235876.6378
01/01/2018,Great Britain,227035.2742
01/01/2018,United Kingdom,224210.5158
01/02/2018,Wales,154545.2199
01/02/2018,England,241895.4964
01/02/2018,Scotland,147787.6885
01/02/2018,Yorkshire and The Humber,155240.5388
01/02/2018,West Midlands Region,190970.7851
01/02/2018,North East,125875.2308
01/02/2018,North West,156747.2888
01/02/2018,East Midlands,186535.337
01/02/2018,East of England,288575.598
01/02/2018,London,478527.2302
01/02/2018,South East,322140.332
01/02/2018,South West,252111.5051
01/02/2018,England and Wales,236759.6242
01/02/2018,Great Britain,228076.6839
01/02/2018,United Kingdom,225266.3474
01/03/2018,England,241496.5299
01/03/2018,Wales,155118.0798
01/03/2018,Scotland,146933.7134
01/03/2018,East of England,287964.2469
01/03/2018,North East,124919.3775
01/03/2018,North West,156693.5222
01/03/2018,Yorkshire and The Humber,156308.4233
01/03/2018,East Midlands,185094.5712
01/03/2018,West Midlands Region,190903.5637
01/03/2018,London,476884.3329
01/03/2018,South East,321899.6079
01/03/2018,South West,251749.6113
01/03/2018,England and Wales,236337.2564
01/03/2018,Great Britain,227207.547
01/03/2018,United Kingdom,224365.3248
01/04/2018,Wales,154336.6568
01/04/2018,England,242357.2626
01/04/2018,Scotland,148069.7847
01/04/2018,South West,251250.9775
01/04/2018,West Midlands Region,191099.5385
01/04/2018,South East,322293.8819
01/04/2018,London,477741.589
01/04/2018,East of England,289062.8767
01/04/2018,East Midlands,185656.7455
01/04/2018,North East,125619.4384
01/04/2018,North West,156501.2481
01/04/2018,Yorkshire and The Humber,156293.3599
01/04/2018,England and Wales,237083.6925
01/04/2018,Great Britain,228370.0785
01/04/2018,United Kingdom,225469.0093
01/05/2018,Wales,154522.8505
01/05/2018,England,242829.1744
01/05/2018,Scotland,147982.6037
01/05/2018,South West,252670.7579
01/05/2018,North East,125903.6677
01/05/2018,North West,157216.6253
01/05/2018,East Midlands,187066.4445
01/05/2018,West Midlands Region,190592.9625
01/05/2018,East of England,288663.2075
01/05/2018,London,478742.3646
01/05/2018,South East,322573.4862
01/05/2018,Yorkshire and The Humber,156400.2081
01/05/2018,England and Wales,237654.9692
01/05/2018,Great Britain,228965.1485
01/05/2018,United Kingdom,225998.5408
01/06/2018,Scotland,147620.6728
01/06/2018,England,243186.2502
01/06/2018,Wales,155825.8589
01/06/2018,North East,123355.4339
01/06/2018,North West,157776.8488
01/06/2018,Yorkshire and The Humber,157012.0612
01/06/2018,East Midlands,186437.5637
01/06/2018,West Midlands Region,191370.174
01/06/2018,East of England,289689.8319
01/06/2018,London,479614.4602
01/06/2018,South East,323297.7003
01/06/2018,South West,252420.8102
01/06/2018,England and Wales,238072.9932
01/06/2018,Great Britain,229382.5285
01/06/2018,United Kingdom,226413.3332
01/07/2018,Scotland,147494.6327
01/07/2018,England,244086.5638
01/07/2018,Wales,155747.8619
01/07/2018,South West,255432.881
01/07/2018,South East,322501.5065
01/07/2018,London,476253.8884
01/07/2018,East of England,290329.4483
01/07/2018,West Midlands Region,191898.1981
01/07/2018,North East,125978.4397
01/07/2018,North West,161236.9116
01/07/2018,Yorkshire and The Humber,156880.9225
01/07/2018,East Midlands,185015.5489
01/07/2018,England and Wales,238814.5979
01/07/2018,Great Britain,230180.085
01/07/2018,United Kingdom,227147.0855
